"","pfile","lfile","totPARleaf","totPARdir","totPARdiff","totPARinc","totALEAF","totALEAF0","totELEAF"
"1","yplant/euc_plfiles/euchae3.p","yplant/euc_plfiles/euchae.l",2.51140228788889,1.30001659131277,1.21138569657612,5.45795072220488,0.0546014912938951,0.0724203835502953,0.0204684016122719
"2","yplant/euc_plfiles/euchae1.p","yplant/euc_plfiles/euchae.l",0.584498859578037,0.296550219617481,0.287948639960556,1.19165800661963,0.0124006758397775,0.0158118558214668,0.00467800636869986
"3","yplant/euc_plfiles/euchae2.p","yplant/euc_plfiles/euchae.l",5.55553053850765,2.9949895249514,2.56054101355625,11.8908141546163,0.117957676996531,0.157776675831678,0.0444640733081537
"4","yplant/euc_plfiles/euchaeR90.p","yplant/euc_plfiles/euchae.l",3.07750367982998,1.69706804321987,1.38043563661011,6.0326902267037,0.0634841016654397,0.080046479401248,0.0239910295912127
"5","yplant/euc_plfiles/euchaeR50.p","yplant/euc_plfiles/euchae.l",1.47139218794305,0.769628342028914,0.701763845914137,2.98106571868018,0.0309313734796687,0.0395551249404173,0.0116818984993394
"6","yplant/euc_plfiles/euchaeR70.p","yplant/euc_plfiles/euchae.l",3.15434482806684,1.68620958300748,1.46813524505936,6.55733766444303,0.067155031285736,0.0870079143066941,0.0253500789271961
"7","yplant/euc_plfiles/euchaeR91.p","yplant/euc_plfiles/euchae.l",2.11117865881517,1.09001065351444,1.02116800530074,4.52624998748481,0.0458079468492964,0.0600578453016425,0.0172910925232548
"8","yplant/euc_plfiles/euchaeR71.p","yplant/euc_plfiles/euchae.l",1.72713867585168,0.876337236614743,0.850801439236942,3.68318315792738,0.03692209598425,0.0488713714284568,0.0140181346977232
"9","yplant/euc_plfiles/10nd.p","yplant/euc_plfiles/10nd_leaf.l",75.5127374426977,42.3278224569263,33.1849149857713,185.934834544212,1.64815725385976,2.46712964598053,0.625912243941988
"10","yplant/euc_plfiles/11nd.p","yplant/euc_plfiles/11nd_leaf.l",78.875343023973,43.9639322149407,34.9114108090323,218.462329682473,1.77878113724715,2.8987300384611,0.675741732077362
"11","yplant/euc_plfiles/12nd.p","yplant/euc_plfiles/12nd_leaf.l",59.1602756381467,32.7955236630515,26.3647519750952,150.589859108591,1.32642784194031,1.99814470861023,0.504337341916688
"12","yplant/euc_plfiles/7d.p","yplant/euc_plfiles/7d_leaf.l",44.9253232125874,25.232837395191,19.6924858173964,99.2496486495759,0.948527239469427,1.31692241067554,0.361047052610028
"13","yplant/euc_plfiles/33d.p","yplant/euc_plfiles/33d_leaf.l",37.9996579078086,20.97797776965,17.0216801381586,91.7940804382157,0.836700404376325,1.21799606690049,0.317724093896777
"14","yplant/euc_plfiles/8d.p","yplant/euc_plfiles/8d_leaf.l",54.1437541210364,28.9783309591361,25.1654231619003,150.932962891528,1.26181771837504,2.00269727949673,0.479066646752649
"15","yplant/euc_plfiles/35nd.p","yplant/euc_plfiles/35nd_leaf.l",57.1037757780022,31.3591096826249,25.7446660953773,137.779354131345,1.25542951216919,1.82816485149084,0.476707519802465
"16","yplant/euc_plfiles/36nd.p","yplant/euc_plfiles/36nd_leaf.l",32.2742487467962,18.0158987393423,14.2583500074539,71.3111460156737,0.685824638551621,0.946212380565414,0.26080652716836
"17","yplant/euc_plfiles/46nd.p","yplant/euc_plfiles/46nd_leaf.l",53.6555400158786,28.9467868675421,24.7087531483364,144.847909791357,1.25128164556605,1.9219560083003,0.473630260360657
"18","yplant/euc_plfiles/9d.p","yplant/euc_plfiles/9d_leaf.l",38.8874806683778,21.6737717265857,17.2137089417922,85.4983148355981,0.823802228005493,1.13445889646958,0.313335153457732
"19","yplant/euc_plfiles/44d.p","yplant/euc_plfiles/44d_leaf.l",29.7360670684699,16.787750262646,12.9483168058239,59.8265905174722,0.605490420696049,0.793826264160828,0.23014027063681
"20","yplant/euc_plfiles/45d.p","yplant/euc_plfiles/45d_leaf.l",26.492672471387,14.8379657089361,11.6547067624508,53.3957631285374,0.543333006357034,0.708496987705899,0.206685694371129
"21","yplant/euc_plfiles/21d.p","yplant/euc_plfiles/21d_leaf.l",42.1944459964805,23.284406780987,18.9100392154935,101.386083630257,0.925837560647951,1.34527031057535,0.351387370530097
"22","yplant/euc_plfiles/47nd.p","yplant/euc_plfiles/47nd_leaf.l",63.6168621660302,34.696651536211,28.9202106298192,151.688012530328,1.3959725479472,2.0127158720463,0.530577812474171
"23","yplant/euc_plfiles/23nd.p","yplant/euc_plfiles/23nd_leaf.l",65.9167576004149,36.7760653127031,29.1406922877117,152.318566633252,1.43099457934526,2.0210825598944,0.543073321570252
