"","pfile","lfile","totPARleaf","totPARdir","totPARdiff","totPARinc","totALEAF","totALEAF0","totELEAF"
"1","yplant/euc_plfiles/euchae3.p","yplant/euc_plfiles/euchae.l",2.51137556306915,1.29998986649303,1.21138569657612,5.45795072220488,0.0592794332252116,0.0715217680308003,0.0215394850671748
"2","yplant/euc_plfiles/euchae1.p","yplant/euc_plfiles/euchae.l",0.584385488996616,0.296550219617481,0.287835269379135,1.19165800661963,0.0133255179370561,0.0156156572053228,0.00485835663573455
"3","yplant/euc_plfiles/euchae2.p","yplant/euc_plfiles/euchae.l",5.55327160853621,2.9949895249514,2.55828208358481,11.8908141546163,0.127730727809791,0.155818931857315,0.0466043997644763
"4","yplant/euc_plfiles/euchaeR90.p","yplant/euc_plfiles/euchae.l",3.07971119379027,1.69702384037615,1.38268735341412,6.0326902267037,0.0678765137687042,0.0790532368202978,0.0247952313122313
"5","yplant/euc_plfiles/euchaeR50.p","yplant/euc_plfiles/euchae.l",1.47167563865913,0.769636497676334,0.702039140982796,2.98106571868018,0.0332478440982547,0.0390643121691437,0.0121410253408893
"6","yplant/euc_plfiles/euchaeR70.p","yplant/euc_plfiles/euchae.l",3.15434482806684,1.68620958300748,1.46813524505936,6.55733766444303,0.0722691911656901,0.0859282919920652,0.02637705053757
"7","yplant/euc_plfiles/euchaeR91.p","yplant/euc_plfiles/euchae.l",2.1112022690602,1.09003426375946,1.02116800530074,4.52624998748481,0.0495835121487273,0.059312628151308,0.0181056941185543
"8","yplant/euc_plfiles/euchaeR71.p","yplant/euc_plfiles/euchae.l",1.72713867585168,0.876337236614743,0.850801439236942,3.68318315792738,0.0400561955341035,0.0482649596605032,0.0146656838920313
"9","yplant/euc_plfiles/10nd.p","yplant/euc_plfiles/10nd_leaf.l",75.5127374426977,42.3278224569263,33.1849149857713,185.934834544212,1.81709747619986,2.43651670415671,0.666507809853599
"10","yplant/euc_plfiles/11nd.p","yplant/euc_plfiles/11nd_leaf.l",78.87912847359,43.9638459474328,34.9152825261573,218.462329682473,1.98575997121345,2.86276165950909,0.729009893737643
"11","yplant/euc_plfiles/12nd.p","yplant/euc_plfiles/12nd_leaf.l",59.1309456119698,32.7963694797687,26.334576132201,150.589859108591,1.46933594467021,1.97335108342725,0.539787937487692
"12","yplant/euc_plfiles/7d.p","yplant/euc_plfiles/7d_leaf.l",44.9525970350746,25.232837395191,19.7197596398836,99.2496486495759,1.03154839229292,1.3005816118812,0.379012938451446
"13","yplant/euc_plfiles/33d.p","yplant/euc_plfiles/33d_leaf.l",37.9996579078086,20.97797776965,17.0216801381586,91.7940804382157,0.920897988972908,1.2028827781447,0.337852618117839
"14","yplant/euc_plfiles/8d.p","yplant/euc_plfiles/8d_leaf.l",54.1440038734504,28.9785807115501,25.1654231619003,150.932962891528,1.41560854121926,1.97784716454317,0.519659619271932
"15","yplant/euc_plfiles/35nd.p","yplant/euc_plfiles/35nd_leaf.l",57.1837254993691,31.3578904785247,25.8258350208444,137.779354131345,1.38453101746864,1.80548039129871,0.507859272758262
"16","yplant/euc_plfiles/36nd.p","yplant/euc_plfiles/36nd_leaf.l",32.2660688528679,18.0145714762902,14.2514973765777,71.3111460156737,0.746179936691073,0.934471471608147,0.273904728301772
"17","yplant/euc_plfiles/46nd.p","yplant/euc_plfiles/46nd_leaf.l",53.6517724380423,28.9430192897058,24.7087531483364,144.847909791357,1.4003500285373,1.89810775712878,0.512893890531599
"18","yplant/euc_plfiles/9d.p","yplant/euc_plfiles/9d_leaf.l",38.8874806683778,21.6737717265857,17.2137089417922,85.4983148355981,0.895604921728037,1.12038216391695,0.328795177984143
"19","yplant/euc_plfiles/44d.p","yplant/euc_plfiles/44d_leaf.l",29.7192211148783,16.787750262646,12.9314708522323,59.8265905174722,0.649935017212549,0.78397621137476,0.238436708267912
"20","yplant/euc_plfiles/45d.p","yplant/euc_plfiles/45d_leaf.l",26.4921491029792,14.8374423405284,11.6547067624508,53.3957631285374,0.583630396343134,0.699705728153596,0.214168330260185
"21","yplant/euc_plfiles/21d.p","yplant/euc_plfiles/21d_leaf.l",42.189496442605,23.2840059164129,18.9054905261921,101.386083630257,1.01939089261999,1.32857776187932,0.373795820046684
"22","yplant/euc_plfiles/47nd.p","yplant/euc_plfiles/47nd_leaf.l",63.4709937813155,34.6975907055497,28.7734030757658,151.688012530328,1.53310026171667,1.98774144315918,0.56279126513663
"23","yplant/euc_plfiles/23nd.p","yplant/euc_plfiles/23nd_leaf.l",65.9167576004149,36.7760653127031,29.1406922877117,152.318566633252,1.56691273652275,1.99600431444103,0.574485054295788
"24","yplant/euc_plfiles/20d.p","yplant/euc_plfiles/20d_leaf.l",36.9702923241227,20.3239744087112,16.6463179154116,79.5415794368595,0.843892189536201,1.04232425004166,0.309124424683796
"25","yplant/euc_plfiles/19d.p","yplant/euc_plfiles/19d_leaf.l",48.1410542252793,26.3256932547511,21.8153609705282,114.663788387057,1.15644107296261,1.50257070683827,0.42384011195936
"26","yplant/euc_plfiles/22nd.p","yplant/euc_plfiles/22nd_leaf.l",88.5199059142824,47.9574414006758,40.5624645136067,263.416756709214,2.36750471477811,3.4518509102939,0.868765478347127
"27","yplant/euc_plfiles/43d.p","yplant/euc_plfiles/43d_leaf.l",42.7775370294248,23.5588070827312,19.2187299466936,102.662568442475,1.03635084936483,1.34530500169533,0.379840524573931
"28","yplant/euc_plfiles/24nd.p","yplant/euc_plfiles/24nd_leaf.l",78.7874939910571,42.9283327479735,35.8591612430836,214.858711283813,2.03517976237598,2.81553932785044,0.746172743269683
