"variable","change.Cday","change.Rd","change.alloc","change.Y","change.sf","change.k"
"Mleaf",2.18482440872455,-0.011485378881804,1.80191448336919,0.262641204346506,0.413994103755367,0.158340728400429
"Mstem",1.91171560146383,-0.0101349204582064,0.236205222879713,0.247467077515659,0.287603001915746,0.288305247871418
"Mroot",2.53537714608755,-0.0118875295804438,0.519745273185473,0.260010464455678,0.292424527349392,0.342643975994288
