"Date","volume","Rd_daily"
2013-02-15,10,0.0122811797272775
2013-02-15,15,0.0126150321795437
2013-02-15,20,0.0127136873900879
2013-02-15,25,0.00815210050749391
2013-02-15,35,0.00985659676097986
2013-02-15,1000,0.010588128280785
2013-02-16,5,0.0100991968767936
2013-02-16,10,0.0118906461761554
2013-02-16,15,0.012213882336939
2013-02-16,20,0.0123094003757647
2013-02-16,25,0.00789286899790001
2013-02-16,35,0.00954316337587153
2013-02-16,1000,0.0102514326677367
2013-02-17,5,0.0109153593159929
2013-02-17,10,0.0128515838531983
2013-02-17,15,0.0132009422112855
2013-02-17,20,0.0133041795011077
2013-02-17,25,0.00853072795759691
2013-02-17,35,0.0103143901965334
2013-02-17,1000,0.0110798979797272
2013-02-18,5,0.00997185112107958
2013-02-18,10,0.0117407111524397
2013-02-18,15,0.0120598714690081
2013-02-18,20,0.0121541850737597
2013-02-18,25,0.00779334391887126
2013-02-18,35,0.00942282892088177
2013-02-18,1000,0.0101221672958313
2013-02-19,5,0.0120944678256794
2013-02-19,10,0.0142398489066496
2013-02-19,15,0.0146269459594536
2013-02-19,20,0.0147413352382687
2013-02-19,25,0.00945224172891968
2013-02-19,35,0.0114285802933396
2013-02-19,1000,0.0122767804291408
2013-02-20,5,0.012127912250788
2013-02-20,10,0.0142792258819063
2013-02-20,15,0.0146673933611713
2013-02-20,20,0.014782098956812
2013-02-20,25,0.00947837969506809
2013-02-20,35,0.0114601833620505
2013-02-20,1000,0.01231072899716
2013-02-21,5,0.0122211791643919
2013-02-21,10,0.0143890369770989
2013-02-21,15,0.0147801895688881
2013-02-21,20,0.0148957772814717
2013-02-21,25,0.00955127098928633
2013-02-21,35,0.0115483152605514
2013-02-21,1000,0.0124054018208115
2013-02-22,5,0.0120896595188072
2013-02-22,10,0.0142341876767101
2013-02-22,15,0.0146211308342418
2013-02-22,20,0.0147354746361693
2013-02-22,25,0.00944848387206167
2013-02-22,35,0.0114240367183799
2013-02-22,1000,0.0122718996416141
2013-02-23,5,0.0109814983748536
2013-02-23,10,0.0129294550103737
2013-02-23,15,0.0132809302234667
2013-02-23,20,0.0133847930554255
2013-02-23,25,0.0085824179022134
2013-02-23,35,0.0103768878240116
2013-02-23,1000,0.0111470340220175
2013-02-24,5,0.0137901521164336
2013-02-24,10,0.0162363227029129
2013-02-24,15,0.0166776920396154
2013-02-24,20,0.0168081190727091
2013-02-24,25,0.0107774772037794
2013-02-24,35,0.0130309049551897
2013-02-24,1000,0.0139980255483789
2013-02-25,5,0.0141795474674581
2013-02-25,10,0.0166947910740278
2013-02-25,15,0.0171486234471309
2013-02-25,20,0.0172827333750836
2013-02-25,25,0.0110818030359741
2013-02-25,35,0.0133988612885463
2013-02-25,1000,0.0143932906640961
2013-02-26,5,0.0133382699013346
2013-02-26,10,0.0157042832151605
2013-02-26,15,0.0161311895530605
2013-02-26,20,0.0162573426915572
2013-02-26,25,0.0104243157425495
2013-02-26,35,0.0126039021095228
2013-02-26,1000,0.0135393316385215
2013-02-27,5,0.0135903102920581
2013-02-27,10,0.0160010318719849
2013-02-27,15,0.016436005046214
2013-02-27,20,0.0165645419786024
2013-02-27,25,0.0106212939587808
2013-02-27,35,0.0128420658620802
2013-02-27,1000,0.0137951712985037
2013-02-28,5,0.0113250635921272
2013-02-28,10,0.0133339636546621
2013-02-28,15,0.0136964350591518
2013-02-28,20,0.0138035473253144
2013-02-28,25,0.00885092591183606
2013-02-28,35,0.010701537302451
2013-02-28,1000,0.0114957781582913
2013-03-01,5,0.00838839425614281
2013-03-01,10,0.00987637228016443
2013-03-01,15,0.0101448522778884
2013-03-01,20,0.0102241895735187
2013-03-01,25,0.00655581802931366
2013-03-01,35,0.00792655275703551
2013-03-01,1000,0.00851484132415277
2013-03-02,5,0.00856606734259978
2013-03-02,10,0.0100855619644392
2013-03-02,15,0.0103597285892328
2013-03-02,20,0.0104407463140079
2013-03-02,25,0.00669467564472265
2013-03-02,35,0.00809444366086078
2013-03-02,1000,0.00869519266346253
2013-03-03,5,0.0100907223147878
2013-03-03,10,0.0118806683512314
2013-03-03,15,0.0122036332741215
2013-03-03,20,0.0122990711606784
2013-03-03,25,0.00788624583681674
2013-03-03,35,0.00953515539951981
2013-03-03,1000,0.0102428303597659
2013-03-04,5,0.0108432254865693
2013-03-04,10,0.0127666545411481
2013-03-04,15,0.0131137041748515
2013-03-04,20,0.0132162592240952
2013-03-04,25,0.00847435289402478
2013-03-04,35,0.0102462278537735
2013-03-04,1000,0.0110066768014075
2013-03-05,5,0.0112833840504341
2013-03-05,10,0.0132848907740061
2013-03-05,15,0.0136460281778614
2013-03-05,20,0.0137527462396007
2013-03-05,25,0.00881835191941971
2013-03-05,35,0.0106621525196152
2013-03-05,1000,0.0114534703371347
2013-03-06,5,0.0117368780026546
2013-03-06,10,0.0138188278973896
2013-03-06,15,0.0141944798855078
2013-03-06,20,0.0143054870856274
2013-03-06,25,0.00917277300853035
2013-03-06,35,0.0110906783646707
2013-03-06,1000,0.0119138002795182
2013-03-07,5,0.0118452701080991
2013-03-07,10,0.013946447171462
2013-03-07,15,0.0143255683708897
2013-03-07,20,0.0144376007417692
2013-03-07,25,0.00925748515931992
2013-03-07,35,0.011193102704302
2013-03-07,1000,0.0120238262928968
2013-03-08,5,0.0112682735494191
2013-03-08,10,0.0132670998918888
2013-03-08,15,0.0136277536671552
2013-03-08,20,0.013734328814023
2013-03-08,25,0.00880654254423283
2013-03-08,35,0.0106478739604747
2013-03-08,1000,0.0114381320596834
2013-03-09,5,0.0118690135346697
2013-03-09,10,0.0139744023334224
2013-03-09,15,0.0143542834679363
2013-03-09,20,0.0144665404037558
2013-03-09,25,0.00927604146213977
2013-03-09,35,0.0112155388842904
2013-03-09,1000,0.0120479276290485
2013-03-10,5,0.0118608937303516
2013-03-10,10,0.013964842194993
2013-03-10,15,0.0143444634460324
2013-03-10,20,0.0144566435848755
2013-03-10,25,0.00926969555636589
2013-03-10,35,0.0112078661336615
2013-03-10,1000,0.0120396854264002
2013-03-11,5,0.012040209183084
2013-03-11,10,0.0141759655772154
2013-03-11,15,0.0145613260211052
2013-03-11,20,0.0146752021225665
2013-03-11,25,0.00940983673739071
2013-03-11,35,0.0113773089796739
2013-03-11,1000,0.0122217038890955
2013-03-12,5,0.0111992591178061
2013-03-12,10,0.013185843313037
2013-03-12,15,0.0135442882037569
2013-03-12,20,0.0136502106132597
2013-03-12,25,0.00875260539711792
2013-03-12,35,0.0105826592702165
2013-03-12,1000,0.0113680773011304
2013-03-13,5,0.0119811343854754
2013-03-13,10,0.0141064117775558
2013-03-13,15,0.0144898814660706
2013-03-13,20,0.0146031988390626
2013-03-13,25,0.0093636677554122
2013-03-13,35,0.0113214866750042
2013-03-13,1000,0.0121617385950793
2013-03-14,5,0.0113951653533712
2013-03-14,10,0.0134165004394626
2013-03-14,15,0.0137812155297072
2013-03-14,20,0.0138889908171808
2013-03-14,25,0.00890571284437842
2013-03-14,35,0.0107677794570153
2013-03-14,1000,0.0115669366369356
2013-03-15,5,0.0112494036123443
2013-03-15,10,0.0132448827049323
2013-03-15,15,0.0136049325266281
2013-03-15,20,0.0137113292019398
2013-03-15,25,0.00879179504072868
2013-03-15,35,0.0106300429492969
2013-03-15,1000,0.0114189776762482
2013-03-16,5,0.0133676895391082
2013-03-16,10,0.0157389214648812
2013-03-16,15,0.0161667694113944
2013-03-16,20,0.0162932008003438
2013-03-16,25,0.0104473081992513
2013-03-16,35,0.0126317019844196
2013-03-16,1000,0.0135691947493634
2013-03-17,5,0.0100624177330156
2013-03-17,10,0.011847342952081
2013-03-17,15,0.01216940195498
2013-03-17,20,0.0122645721372656
2013-03-17,25,0.00786412483465251
2013-03-17,35,0.00950840918876332
2013-03-17,1000,0.0102140991133345
2013-03-18,5,0.00865556392751579
2013-03-18,10,0.010190933929972
2013-03-18,15,0.0104679649936774
2013-03-18,20,0.0105498291756883
2013-03-18,25,0.00676462029766081
2013-03-18,35,0.00817901281441383
2013-03-18,1000,0.00878603832430582
2013-03-19,5,0.00895191316390121
2013-03-19,10,0.0105398511713548
2013-03-19,15,0.0108263672258559
2013-03-19,20,0.0109110342740959
2013-03-19,25,0.00699622739760681
2013-03-19,35,0.00845904589166172
2013-03-19,1000,0.00908685474367092
2013-03-20,5,0.00983315809297184
2013-03-20,10,0.0115774160167524
2013-03-20,15,0.0118921373068834
2013-03-20,20,0.0119851391552443
2013-03-20,25,0.00768495055699
2013-03-20,35,0.00929177194254245
2013-03-20,1000,0.00998138360218944
2013-03-21,5,0.0113599810945889
2013-03-21,10,0.013375075009574
2013-03-21,15,0.0137386639880231
2013-03-21,20,0.0138461065033527
2013-03-21,25,0.008878215138497
2013-03-21,35,0.0107345323450009
2013-03-21,1000,0.0115312220089042
2013-03-22,5,0.0148896454951811
2013-03-22,10,0.0175308500697131
2013-03-22,15,0.0180074099292749
2013-03-22,20,0.0181482359527557
2013-03-22,25,0.011636769017612
2013-03-22,35,0.0140698633072332
2013-03-22,1000,0.0151140927444499
2013-03-23,5,0.0142887029515302
2013-03-23,10,0.016823309138892
2013-03-23,15,0.0172806351560967
2013-03-23,20,0.0174157774748318
2013-03-23,25,0.0111671117933628
2013-03-23,35,0.0135020069773154
2013-03-23,1000,0.0145040915633093
2013-03-24,5,0.0138334989006132
2013-03-24,10,0.0162873585704024
2013-03-24,15,0.0167301152697112
2013-03-24,20,0.0168609522759804
2013-03-24,25,0.0108113542034244
2013-03-24,35,0.0130718651868092
2013-03-24,1000,0.0140420257441173
2013-03-25,5,0.0116790412907013
2013-03-25,10,0.0137507318016092
2013-03-25,15,0.0141245326606769
2013-03-25,20,0.0142349928421212
2013-03-25,25,0.00912757163298681
2013-03-25,35,0.011036025980127
2013-03-25,1000,0.0118550917341214
2013-03-26,5,0.0118807152401616
2013-03-26,10,0.0139881797497218
2013-03-26,15,0.014368435410488
2013-03-26,20,0.0144808030208466
2013-03-26,25,0.00928518674662388
2013-03-26,35,0.0112265963266443
2013-03-26,1000,0.012059805726625
2013-03-27,5,0.0134489885788321
2013-03-27,10,0.0158346417610207
2013-03-27,15,0.016265091774787
2013-03-27,20,0.0163922920887239
2013-03-27,25,0.0105108461892542
2013-03-27,35,0.0127085249266645
2013-03-27,1000,0.0136517192948147
2013-03-28,5,0.0135684480617567
2013-03-28,10,0.0159752916029014
2013-03-28,15,0.0164095650518478
2013-03-28,20,0.0165378952116197
2013-03-28,25,0.0106042078754144
2013-03-28,35,0.012821407304962
2013-03-28,1000,0.0137729795158664
2013-03-29,5,0.00956684935164417
2013-03-29,10,0.0112638680133442
2013-03-29,15,0.0115700657925287
2013-03-29,20,0.0116605488971714
2013-03-29,25,0.0074768211350233
2013-03-29,35,0.00904012541481186
2013-03-29,1000,0.00971106050978359
2013-03-30,5,0.00982489119537187
2013-03-30,10,0.011567682692852
2013-03-30,15,0.0118821393916224
2013-03-30,20,0.0119750630518012
2013-03-30,25,0.00767848969276766
2013-03-30,35,0.0092839601971759
2013-03-30,1000,0.00997299208896803
2013-03-31,5,0.00969848427407816
2013-03-31,10,0.0114188530390036
2013-03-31,15,0.0117292639420108
2013-03-31,20,0.0118209920475961
2013-03-31,25,0.00757969834506241
2013-03-31,35,0.00916451288701219
2013-03-31,1000,0.00984467970351925
2013-04-01,5,0.0101960174075488
2013-04-01,10,0.0120046412480251
2013-04-01,15,0.0123309762588488
2013-04-01,20,0.0124274100246703
2013-04-01,25,0.00796853756589411
2013-04-01,35,0.00963465323931385
2013-04-01,1000,0.0103497126759393
2013-04-02,5,0.00995108640886213
2013-04-02,10,0.0117162630850399
2013-04-02,15,0.012034758803627
2013-04-02,20,0.0121288760160703
2013-04-02,25,0.00777711558355799
2013-04-02,35,0.00940320745557502
2013-04-02,1000,0.0101010895753195
2013-04-03,5,0.00808416311513077
2013-04-03,10,0.00951817499995747
2013-04-03,15,0.00977691773765853
2013-04-03,20,0.00985337762013476
2013-04-03,25,0.00631805095036827
2013-04-03,35,0.00763907173075934
2013-04-03,1000,0.00820602418794265
2013-04-04,5,0.00806460194192922
2013-04-04,10,0.0094951439617306
2013-04-04,15,0.00975326062207094
2013-04-04,20,0.00982953549529107
2013-04-04,25,0.00630276322210546
2013-04-04,35,0.00762058754098035
2013-04-04,1000,0.00818616814865319
2013-04-05,5,0.00871879676288086
2013-04-05,10,0.0102653833422583
2013-04-05,15,0.0105444382440162
2013-04-05,20,0.0106269004811494
2013-04-05,25,0.00681403892886397
2013-04-05,35,0.00823876422692417
2013-04-05,1000,0.00885022433454438
2013-04-06,5,0.00837513534865282
2013-04-06,10,0.00986076143708759
2013-04-06,15,0.0101288170685569
2013-04-06,20,0.0102080289616571
2013-04-06,25,0.00654545573801957
2013-04-06,35,0.00791402384786519
2013-04-06,1000,0.00850138255123849
2013-04-07,5,0.00851358284125249
2013-04-07,10,0.0100237674828714
2013-04-07,15,0.0102962542821379
2013-04-07,20,0.010376775609358
2013-04-07,25,0.00665365720547367
2013-04-07,35,0.00804484880919399
2013-04-07,1000,0.00864191700815791
2013-04-08,5,0.00874040103463065
2013-04-08,10,0.0102908198947292
2013-04-08,15,0.0105705662655159
2013-04-08,20,0.0106532328354979
2013-04-08,25,0.0068309234087683
2013-04-08,35,0.00825917902796629
2013-04-08,1000,0.00887215427015019
2013-04-09,5,0.00857867436550531
2013-04-09,10,0.0101004052881741
2013-04-09,15,0.0103749754149226
2013-04-09,20,0.010456112376714
2013-04-09,25,0.0067045284658391
2013-04-09,35,0.0081063565763865
2013-04-09,1000,0.00870798972525203
2013-04-10,5,0.00873708328518804
2013-04-10,10,0.0102869136252303
2013-04-10,15,0.0105665538077126
2013-04-10,20,0.0106491889984747
2013-04-10,25,0.00682833047370249
2013-04-10,35,0.00825604394451785
2013-04-10,1000,0.00886878650878914
2013-04-11,5,0.00916704796801479
2013-04-11,10,0.0107931477321704
2013-04-11,15,0.0110865494181707
2013-04-11,20,0.0111732512078682
2013-04-11,25,0.00716436263117762
2013-04-11,35,0.00866233597586729
2013-04-11,1000,0.00930523250041362
2013-04-12,5,0.00931110739950587
2013-04-12,10,0.0109627611924382
2013-04-12,15,0.0112607736626551
2013-04-12,20,0.0113488379640987
2013-04-12,25,0.00727695002149613
2013-04-12,35,0.00879846389844632
2013-04-12,1000,0.0094514634908676
2013-04-13,5,0.00931634810438287
2013-04-13,10,0.0109689315214422
2013-04-13,15,0.0112671117263161
2013-04-13,20,0.0113552255942607
2013-04-13,25,0.00728104581223627
2013-04-13,35,0.00880341606478748
2013-04-13,1000,0.00945678319438794
2013-04-14,5,0.0100500714207464
2013-04-14,10,0.0118328065852229
2013-04-14,15,0.0121544704305043
2013-04-14,20,0.0122495238415704
2013-04-14,25,0.00785447576784681
2013-04-14,35,0.00949674262987631
2013-04-14,1000,0.0102015666921463
2013-04-15,5,0.00951244820790319
2013-04-15,10,0.0111998169051528
2013-04-15,15,0.0115042735145136
2013-04-15,20,0.0115942420940288
2013-04-15,25,0.00743430477395798
2013-04-15,35,0.00898871944571472
2013-04-15,1000,0.00965583932052348
2013-04-16,5,0.00862778151458536
2013-04-16,10,0.0101582233247521
2013-04-16,15,0.0104343651810677
2013-04-16,20,0.0105159665974717
2013-04-16,25,0.00674290738836906
2013-04-16,35,0.00815276002334485
2013-04-16,1000,0.00875783711791504
2013-04-17,5,0.00866760746622223
2013-04-17,10,0.0102051138156812
2013-04-17,15,0.0104825303463955
2013-04-17,20,0.0105645084359985
2013-04-17,25,0.00677403273653498
2013-04-17,35,0.00819039326960263
2013-04-17,1000,0.00879826340790766
2013-04-18,5,0.00885911059880627
2013-04-18,10,0.0104305867932815
2013-04-18,15,0.0107141325972548
2013-04-18,20,0.0107979219203526
2013-04-18,25,0.00692369900768636
2013-04-18,35,0.00837135277594121
2013-04-18,1000,0.00899265326814072
2013-04-19,5,0.00751775993476886
2013-04-19,10,0.00885130020853635
2013-04-19,15,0.00909191457506995
2013-04-19,20,0.00916301742553335
2013-04-19,25,0.00587538742403747
2013-04-19,35,0.00710385312350282
2013-04-19,1000,0.00763108301815376
2013-04-20,5,0.00733570920727971
2013-04-20,10,0.00863695635396121
2013-04-20,15,0.00887174398209775
2013-04-20,20,0.00894112499975914
2013-04-20,25,0.00573310853190635
2013-04-20,35,0.00693182559930262
2013-04-20,1000,0.00744628804903538
2013-04-21,5,0.00716900432665382
2013-04-21,10,0.00844068047425087
2013-04-21,15,0.00867013252508806
2013-04-21,20,0.00873793685071598
2013-04-21,25,0.00560282294582038
2013-04-21,35,0.00677429902260783
2013-04-21,1000,0.00727707025083142
2013-04-22,5,0.00817639657332364
2013-04-22,10,0.00962676931991719
2013-04-22,15,0.00988846409323908
2013-04-22,20,0.00996579631825385
2013-04-22,25,0.00639013456371108
2013-04-22,35,0.00772622707301025
2013-04-22,1000,0.00829964797782533
2013-04-23,5,0.00796049528322927
2013-04-23,10,0.00937257030975761
2013-04-23,15,0.00962735491933384
2013-04-23,20,0.0097026451534793
2013-04-23,25,0.00622140029503787
2013-04-23,35,0.00752221270339572
2013-04-23,1000,0.00808049218105442
2013-04-24,5,0.00738611736054088
2013-04-24,10,0.00869630617376711
2013-04-24,15,0.00893270717157365
2013-04-24,20,0.00900256494872384
2013-04-24,25,0.00577250423385873
2013-04-24,35,0.00697945842079486
2013-04-24,1000,0.0074974560572806
2013-04-25,5,0.00721842858956398
2013-04-25,10,0.00849887187599811
2013-04-25,15,0.00872990580598744
2013-04-25,20,0.00879817758548532
2013-04-25,25,0.00564144970369298
2013-04-25,35,0.00682100212399676
2013-04-25,1000,0.00732723953751403
2013-04-26,5,0.00787746360613381
2013-04-26,10,0.00927481003180683
2013-04-26,15,0.00952693711912112
2013-04-26,20,0.00960144204102311
2013-04-26,25,0.00615650818945902
2013-04-26,35,0.00744375251794124
2013-04-26,1000,0.00799620888037045
2013-04-27,5,0.00820196937671184
2013-04-27,10,0.00965687836329272
2013-04-27,15,0.00991939162296442
2013-04-27,20,0.00999696571513523
2013-04-27,25,0.00641012058730429
2013-04-27,35,0.00775039190945119
2013-04-27,1000,0.00832560626691085
2013-04-28,5,0.00935277276845748
2013-04-28,10,0.0110118173863164
2013-04-28,15,0.0113111634035532
2013-04-28,20,0.0113996217753746
2013-04-28,25,0.00730951293742858
2013-04-28,35,0.00883783528885212
2013-04-28,1000,0.00949375692564213
2013-04-29,5,0.00940453074909942
2013-04-29,10,0.0110727564730689
2013-04-29,15,0.01137375906272
2013-04-29,20,0.0114627069606755
2013-04-29,25,0.00734996357580967
2013-04-29,35,0.00888674362000924
2013-04-29,1000,0.00954629510863251
2013-04-30,5,0.00959745553998311
2013-04-30,10,0.0112999032902855
2013-04-30,15,0.0116070806549692
2013-04-30,20,0.0116978532324404
2013-04-30,25,0.00750074092171836
2013-04-30,35,0.00906904651212232
2013-04-30,1000,0.00974212805731241
2013-05-01,5,0.0101720738249803
2013-05-01,10,0.0119764504253306
2013-05-01,15,0.0123020190948502
2013-05-01,20,0.0123982264026594
2013-05-01,25,0.00794982483429191
2013-05-01,35,0.00961202792335634
2013-05-01,1000,0.0103254081666283
2013-05-02,5,0.0072564273906771
2013-05-02,10,0.00854361110671778
2013-05-02,15,0.00877586123109722
2013-05-02,20,0.00884449240263432
2013-05-02,25,0.00567114707101061
2013-05-02,35,0.00685690881752237
2013-05-02,1000,0.00736581113442596
2013-05-03,5,0.00708134142310591
2013-05-03,10,0.0083374674582478
2013-05-03,15,0.00856411375920887
2013-05-03,20,0.0086310889705293
2013-05-03,25,0.00553431137780955
2013-05-03,35,0.0066914625930613
2013-05-03,1000,0.00718808591235944
2013-05-04,5,0.00876216044948303
2013-05-04,10,0.010316439110412
2013-05-04,15,0.0105968819157572
2013-05-04,20,0.0106797542859289
2013-05-04,25,0.00684792913833234
2013-05-04,35,0.0082797404303662
2013-05-04,1000,0.00889424168749335
2013-05-05,5,0.00712260853828962
2013-05-05,10,0.00838605475398492
2013-05-05,15,0.00861402185540581
2013-05-05,20,0.00868138737042647
2013-05-05,25,0.00556656304475296
2013-05-05,35,0.0067304576564365
2013-05-05,1000,0.00722997509006918
2013-05-06,5,0.00657459676954972
2013-05-06,10,0.00774083374067559
2013-05-06,15,0.00795126110875404
2013-05-06,20,0.00801344353743209
2013-05-06,25,0.00513827303786038
2013-05-06,35,0.00621261788117651
2013-05-06,1000,0.00667370256494656
2013-05-07,5,0.00763080722691929
2013-05-07,10,0.00898440043111167
2013-05-07,15,0.00922863300344396
2013-05-07,20,0.00930080505334694
2013-05-07,25,0.00596373776301947
2013-05-07,35,0.00721067634829512
2013-05-07,1000,0.00774583439075182
2013-05-08,5,0.0072533011388809
2013-05-08,10,0.00853993030373713
2013-05-08,15,0.00877208036890983
2013-05-08,20,0.00884068197240859
2013-05-08,25,0.00566870379792831
2013-05-08,35,0.00685395468839614
2013-05-08,1000,0.00736263775735626
2013-05-09,5,0.00729336472273587
2013-05-09,10,0.0085871005793521
2013-05-09,15,0.00882053292461009
2013-05-09,20,0.00888951344882946
2013-05-09,25,0.00570001486382903
2013-05-09,35,0.0068918124835075
2013-05-09,1000,0.00740330526164675
2013-05-10,5,0.00709406477514135
2013-05-10,10,0.00835244774619284
2013-05-10,15,0.00857950127235354
2013-05-10,20,0.00864659682092936
2013-05-10,25,0.00554425511413383
2013-05-10,35,0.00670348543296077
2013-05-10,1000,0.00720100105682988
2013-05-11,5,0.00765263503531114
