"Date","volume","leafmass","leafmass_SE"
2013-01-21,10,0.749694409937889,0.0246388570494328
2013-01-21,1000,0.749694409937889,0.0246388570494328
2013-01-21,15,0.749694409937889,0.0246388570494328
2013-01-21,20,0.749694409937889,0.0246388570494328
2013-01-21,25,0.749694409937889,0.0246388570494328
2013-01-21,35,0.749694409937889,0.0246388570494328
2013-01-21,5,0.749694409937889,0.0246388570494328
2013-01-22,10,0.625596273291926,0.0117918654006548
2013-01-22,1000,0.759369342097329,0.0188996259307622
2013-01-22,15,0.627706477373559,0.0240594435511801
2013-01-22,20,0.624838826483415,0.0222292897598994
2013-01-22,25,0.626571130434783,0.0128689942627984
2013-01-22,35,0.672574547012209,0.0140066332282959
2013-01-22,5,0.624745341614907,0.00903438423610347
2013-01-23,10,0.542920910973085,0.00376432338983585
2013-01-23,1000,0.726319592353616,0.0148557469778898
2013-01-23,15,0.588623105590062,0.0243589287645418
2013-01-23,20,0.541608003171667,0.0221676820037973
2013-01-23,25,0.502717535403727,0.00560931504160682
2013-01-23,35,0.593909805097452,0.0070563851602162
2013-01-23,5,0.499796273291926,0.000209242594335171
2013-01-24,10,0.501838509316771,0.000124385358113601
2013-01-24,1000,0.735457028281976,0.0124332116526147
2013-01-24,15,0.549144915705413,0.0254766332703853
2013-01-24,20,0.45835225056165,0.0242035799551813
2013-01-24,25,0.462163319254659,0.00248412038861922
2013-01-24,35,0.556508532876419,0.00354367504779878
2013-01-24,5,0.458146583850932,0.00250534255744186
2013-01-25,10,0.502519254658385,0.000437755108694999
2013-01-25,1000,0.744594464210336,0.0115508641090612
2013-01-25,15,0.50927190771961,0.0273505102078821
2013-01-25,20,0.458420806131889,0.0280863793163713
2013-01-25,25,0.421365664596274,0.00311289509256884
2013-01-25,35,0.518334821160849,0.00321141785173237
2013-01-25,5,0.458146583850932,0.000221854099202617
2013-01-26,10,0.5032,0.00426768590685648
2013-01-26,1000,0.753731900138697,0.0121204011936787
2013-01-26,15,0.554277551020408,0.0299171452745074
2013-01-26,20,0.500170212765958,0.0335653253179521
2013-01-26,25,0.464841142857143,0.0071103077281608
2013-01-26,35,0.522969458128079,0.00578988129078906
2013-01-26,5,0.499796273291926,0.00772205788269886
2013-01-27,10,0.545870807453417,0.0111749804799439
2013-01-27,1000,0.762869336067057,0.0140463724452422
2013-01-27,15,0.599678012422361,0.0331117567260408
2013-01-27,20,0.541932084049161,0.0403895127187732
2013-01-27,25,0.508560059627329,0.0140862106560721
2013-01-27,35,0.571571103019919,0.0109966858418244
2013-01-27,5,0.54144596273292,0.0193264941114771
2013-01-28,10,0.630701863354038,0.0207179910173725
2013-01-28,1000,0.772006771995418,0.0172261800948517
2013-01-28,15,0.645473291925466,0.0368681953765656
2013-01-28,20,0.625399735694463,0.0483078858059488
2013-01-28,25,0.595024139130435,0.0236456400229517
2013-01-28,35,0.576591959734419,0.0185368047397773
2013-01-28,5,0.666395031055901,0.0343663881039676
2013-01-29,10,0.715759834368531,0.032452619170627
2013-01-29,1000,0.781144207923778,0.0215500790659326
2013-01-29,15,0.734892351375333,0.0411189445984691
2013-01-29,20,0.750591864675566,0.0570692383948584
2013-01-29,25,0.681975095652174,0.0353888157614204
2013-01-29,35,0.626352263868066,0.0281025639776701
2013-01-29,5,0.749694409937889,0.0521729651786006
2013-01-30,10,0.801044720496895,0.045867969829639
2013-01-30,1000,0.836768799372852,0.0268704819634978
