"volume","lm","tnc","la","lm_no_tnc","sla_no_tnc","sla"
5,1.20784099378882,0.157118683789955,0.026024347826087,1.05072230999887,0.0247680548689549,0.021546170365068
10,1.63789896480331,0.208441612601992,0.032313394294916,1.42945735220132,0.0226053573722604,0.0197285638426399
15,2.44536574977817,0.34084849080599,0.0553309137829045,2.10451725897218,0.0262914991773113,0.0226268458155692
20,2.16068674507731,0.257934426952702,0.0476786168560856,1.90275231812461,0.0250577105606045,0.0220664179871107
25,3.22754941614907,0.460353725631413,0.063067383747412,2.76719569051765,0.02279108194752,0.0195403309494981
35,6.11061218676376,1.05773752204225,0.124363894882916,5.05287466472151,0.0246125034034997,0.020352117117218
1000,23.5892803714648,3.37379779952592,0.494299811704758,20.2154825719388,0.0244515464790782,0.0209544252270916
