"r2","intercept","b","p","volume"
0.577502797789079,0.750869588000133,-0.0378013265878049,1.23206595211745e-12,"5"
0.535119698060454,0.847709477313689,-0.0291540229404159,2.14302006638271e-11,"10"
0.547126337318059,0.830210065142456,-0.0312184269795865,9.80035160443691e-12,"15"
0.551501834721764,0.817774657176095,-0.0325456951884195,7.33205115647589e-12,"20"
0.557334894188239,0.808376903431943,-0.0334984970243551,4.95848878177683e-12,"25"
0.556863676346763,0.804700741879896,-0.0341201767357314,5.11862875205633e-12,"35"
0.55014613577665,0.819779722126545,-0.0324166876330025,8.02413347712619e-12,"1000"
