"r2","intercept","b","p","volume"
0.579078043093651,0.750494539671197,-0.0378623793106035,1.10209145842416e-12,"5"
0.578684439548306,0.755016537872104,-0.0371187889296755,1.13326625713008e-12,"10"
0.578991483241137,0.756893743510928,-0.0368691392105734,1.10887534200057e-12,"15"
0.57884803790626,0.75405396509696,-0.0372256248713148,1.12020647677558e-12,"20"
0.577829100387599,0.754252397416971,-0.0371717938294888,1.20398023177424e-12,"25"
0.577965272216113,0.751164543863127,-0.037704893476096,1.1924435884121e-12,"35"
0.578207334828664,0.753028204265437,-0.0374334989900225,1.17219916631264e-12,"1000"
