"variable","change.Cday","change.Rd","change.alloc","change.Y","change.sf","change.k"
"Mleaf",2.05548767999338,-0.178823383749923,1.21554808590636,0.325684595581231,1.35109168588388,0.0952247090118089
"Mstem",1.90650770821065,-0.164971351670465,0.228254689061911,0.324864221119024,0.674187371325121,0.26646440092444
"Mroot",2.35483103717934,-0.18649279483563,0.705186022026611,0.357384810418543,0.747184421610126,0.327386317467142
